log.prior	log.likelihood	log.likelihood.test.set
-1.796004087713507761e+04 -1.013178100999608614e+04 -1.115424624804282757e+03
-1.799897710178050693e+04 -1.013216429665187388e+04 -1.116644974423347321e+03
-1.800713544139666556e+04 -1.013369141738031249e+04 -1.112527533858619790e+03
-1.801667666494154764e+04 -1.013814596715056905e+04 -1.105679273495848065e+03
-1.803340187846315530e+04 -1.013319200633061155e+04 -1.112695401869825218e+03
-1.800879970431681068e+04 -1.013878865573064286e+04 -1.110320015890867580e+03
-1.802132149943489640e+04 -1.013391997422537679e+04 -1.115093713265308907e+03
-1.798474037632847467e+04 -1.012679022722470108e+04 -1.122470083392139713e+03
-1.797124126230574257e+04 -1.012927205271947241e+04 -1.122204134564889500e+03
-1.797608221722783492e+04 -1.013682963066748562e+04 -1.122814256410920279e+03
-1.795065782717815819e+04 -1.014708170142424206e+04 -1.117094321985253373e+03
-1.796698162658548245e+04 -1.014132452468901829e+04 -1.123188497995581201e+03
-1.797303756168364635e+04 -1.013132871359286946e+04 -1.119555110039623742e+03
-1.796857399272035400e+04 -1.013235218807844285e+04 -1.120825008731429534e+03
-1.796845512556978065e+04 -1.013582351008383193e+04 -1.129246980718933173e+03
-1.800360325954764994e+04 -1.014073478795767551e+04 -1.127582858560700060e+03
-1.799562189658771604e+04 -1.012741259615827221e+04 -1.128261525459235600e+03
-1.802708122028253274e+04 -1.013648900876903281e+04 -1.129770128471969656e+03
-1.804822463163157227e+04 -1.011922676978162781e+04 -1.127369034602143984e+03
-1.806373999573392939e+04 -1.012043726827147475e+04 -1.124533757656095077e+03
-1.805401507082194803e+04 -1.012166689452373430e+04 -1.124054893638901376e+03
-1.807226596048869033e+04 -1.012762373819012282e+04 -1.128945856232554888e+03
-1.806941872598663394e+04 -1.012328456475426719e+04 -1.125320986595425893e+03
-1.805872032996207417e+04 -1.013370768669766403e+04 -1.111693522558393852e+03
-1.804308876528664041e+04 -1.012653254256988475e+04 -1.120387238163530583e+03
-1.803301109446990813e+04 -1.013206156429444309e+04 -1.132411783623588235e+03
-1.803628272279420707e+04 -1.012965551346341090e+04 -1.128597455139157773e+03
-1.803089411952979572e+04 -1.012509505373666616e+04 -1.130235429299681982e+03
-1.805452474884059484e+04 -1.012667301818316082e+04 -1.119571434837232118e+03
-1.803663974131043142e+04 -1.012722795842430060e+04 -1.124923095309550718e+03
-1.804038225516132661e+04 -1.013522002396970129e+04 -1.120201206997561258e+03
-1.803674977451873201e+04 -1.012547299272132841e+04 -1.127729948241363218e+03
-1.805099034442625634e+04 -1.012897476760465725e+04 -1.124295130755458104e+03
-1.807229513340261838e+04 -1.011689067696446546e+04 -1.126729973418149257e+03
-1.807720004277374392e+04 -1.012862356129774889e+04 -1.121328310306300864e+03
-1.809224304878638941e+04 -1.011809503949926693e+04 -1.119773875535700427e+03
-1.807970551541694294e+04 -1.012063660635630549e+04 -1.114497940248496434e+03
-1.807259642330864153e+04 -1.011404771173045447e+04 -1.118400015097422965e+03
-1.805487181406103991e+04 -1.012571109500189414e+04 -1.119703148620325919e+03
-1.803586084365429997e+04 -1.012945180502473522e+04 -1.122047948074715350e+03
-1.799454411623987471e+04 -1.013379980198352678e+04 -1.116352523847545399e+03
-1.800757219470617201e+04 -1.012627352512782818e+04 -1.121977266624852746e+03
-1.796956318301738429e+04 -1.012582530676033639e+04 -1.122887094911999611e+03
-1.800197997099073473e+04 -1.012141709377942243e+04 -1.114147387228617390e+03
-1.801414819245328908e+04 -1.014114169033588769e+04 -1.120248500422165307e+03
-1.801650109037468064e+04 -1.014270397840172154e+04 -1.118436873465769168e+03
-1.805484066995928879e+04 -1.012211928947543129e+04 -1.110532463511193328e+03
-1.804917703247704048e+04 -1.012773530982413649e+04 -1.117159474505895105e+03
-1.805977721432281396e+04 -1.013522014483061139e+04 -1.119327674656121872e+03
-1.807164484483249544e+04 -1.013170067222411853e+04 -1.117925363481838758e+03
-1.806228450625205005e+04 -1.013688818134039138e+04 -1.129829435765277594e+03
-1.806076709231155837e+04 -1.013206308430521676e+04 -1.119652871530759967e+03
-1.805925920108088758e+04 -1.012877837711750544e+04 -1.114739428207481978e+03
-1.808174342301544675e+04 -1.012793073014408037e+04 -1.116246564853914151e+03
-1.808026624270232787e+04 -1.014207498844813381e+04 -1.119453717825928379e+03
-1.807873362780008392e+04 -1.015082742282290383e+04 -1.113859884886421241e+03
-1.809611050698532563e+04 -1.014937542831764222e+04 -1.117100238460653145e+03
-1.807227574830093363e+04 -1.015207622158805862e+04 -1.115582483437963219e+03
-1.811938015783971787e+04 -1.014915932367683672e+04 -1.121596808133721879e+03
-1.815534068642113198e+04 -1.014763064062412741e+04 -1.117423535231242568e+03
-1.815521704232108823e+04 -1.014511672886755878e+04 -1.117668463107176649e+03
-1.814242794481231249e+04 -1.015207391130993528e+04 -1.115232811652086184e+03
-1.813407096485131478e+04 -1.014568260173351155e+04 -1.117029053448072318e+03
-1.814991474855614433e+04 -1.014565268294476846e+04 -1.119679778774861916e+03
-1.814142998089071989e+04 -1.014310656766091415e+04 -1.114586122535775303e+03
-1.814056420307006920e+04 -1.015261952465879767e+04 -1.129345917418956105e+03
-1.812287639719622530e+04 -1.014798090344225602e+04 -1.124053973227699771e+03
-1.813124984191535259e+04 -1.014346336763953514e+04 -1.114875807869741948e+03
-1.813592594163628382e+04 -1.014986585759232548e+04 -1.113438690310949369e+03
-1.815216885315312174e+04 -1.014071006064158792e+04 -1.114249442046186687e+03
-1.814583688060953500e+04 -1.013770054660357710e+04 -1.112345036272252401e+03
-1.811901800579935662e+04 -1.012872279561974756e+04 -1.119424757724098981e+03
-1.812123643473493939e+04 -1.013784784303779816e+04 -1.128524220590360073e+03
-1.811472643791035807e+04 -1.014186025314566723e+04 -1.125363014263120931e+03
-1.811629317226207786e+04 -1.013328590481232095e+04 -1.128796959882719875e+03
-1.812428105774888172e+04 -1.013949085022302643e+04 -1.116512718700913865e+03
-1.813869831571489340e+04 -1.013561830666439346e+04 -1.115795779819231029e+03
-1.811996231629803515e+04 -1.013379444399136264e+04 -1.116539116958951126e+03
-1.814440427476767945e+04 -1.012936261927107989e+04 -1.116340345981296196e+03
-1.813802602420285257e+04 -1.012342265097260679e+04 -1.124561286069382277e+03
-1.812419178540388020e+04 -1.013275914439384724e+04 -1.124677538108479894e+03
-1.812935319033996711e+04 -1.013425265989996296e+04 -1.126569876820139143e+03
-1.811857843412056172e+04 -1.014347818117095267e+04 -1.131437684921857453e+03
-1.811957016644142277e+04 -1.013980006650162613e+04 -1.129996728658010397e+03
-1.812016706201501074e+04 -1.013326835314938762e+04 -1.115033140059170364e+03
-1.814247606040446772e+04 -1.013989544128177658e+04 -1.116016778930935743e+03
-1.815816546533699875e+04 -1.013188620017097492e+04 -1.111880435509037397e+03
-1.812289480550905864e+04 -1.013260144775428489e+04 -1.118636558120278096e+03
-1.812317422089602769e+04 -1.013304777518913397e+04 -1.117740496915720087e+03
-1.813176925159410894e+04 -1.013566881943076442e+04 -1.125663177003812052e+03
-1.811668089002817578e+04 -1.013425825700749556e+04 -1.114670080319159297e+03
-1.808441096793354882e+04 -1.013992081478159344e+04 -1.116852159572695655e+03
-1.803986341280321722e+04 -1.013614074832553160e+04 -1.119612866118883630e+03
-1.801271201597646359e+04 -1.014117670232887394e+04 -1.114881527432896746e+03
-1.799877426339206431e+04 -1.014084354239608911e+04 -1.121616918592433194e+03
-1.799967300193493065e+04 -1.013384072035463032e+04 -1.115004749939440899e+03
-1.799849145760451938e+04 -1.014073121908376379e+04 -1.110046848033819515e+03
-1.802013114967247020e+04 -1.013986784609388451e+04 -1.111934665433953796e+03
-1.805067309112731164e+04 -1.014356838487302957e+04 -1.109811462693603971e+03
-1.803262494569804039e+04 -1.015320085748431120e+04 -1.112174023136497453e+03
-1.805611203829352235e+04 -1.013739114793760564e+04 -1.121939238628061503e+03
-1.802748935636637543e+04 -1.014768065222380392e+04 -1.118874302137545328e+03
-1.805389680150994536e+04 -1.015848351681701388e+04 -1.124978180636243906e+03
-1.807538011511345758e+04 -1.014011807625796973e+04 -1.126758263544937108e+03
-1.804118248066715023e+04 -1.014479380416389904e+04 -1.123630608863992165e+03
-1.803839699942992956e+04 -1.014295419607522854e+04 -1.116551426177638405e+03
-1.803692175832456269e+04 -1.015208941274984500e+04 -1.117676400444885076e+03
-1.803496391252381000e+04 -1.015847723191444675e+04 -1.123472990948453116e+03
-1.803792516733677985e+04 -1.015654980613846783e+04 -1.121604949332988781e+03
-1.803047653729853482e+04 -1.015886621378026393e+04 -1.121344020566403287e+03
-1.800146961711407130e+04 -1.016197710217645545e+04 -1.117482449169068332e+03
-1.798749787337201633e+04 -1.015535482780709390e+04 -1.122811424954514223e+03
-1.801850568900407961e+04 -1.015596391832237350e+04 -1.132871294371328986e+03
-1.801787872789975518e+04 -1.014697290212250664e+04 -1.121314218312333651e+03
-1.796789879602976725e+04 -1.015452640133245586e+04 -1.117356830305574931e+03
-1.797467993548410959e+04 -1.015331724846103316e+04 -1.122303474592010389e+03
-1.799089009192066806e+04 -1.015200197624539760e+04 -1.126599017669796922e+03
-1.798596190939507142e+04 -1.015724259904253449e+04 -1.117521738579220710e+03
-1.800646076664104112e+04 -1.014202457270508603e+04 -1.116611180970876376e+03
-1.799285940824690988e+04 -1.014725346186749448e+04 -1.116435925637242690e+03
-1.801681374144857909e+04 -1.014817954822079992e+04 -1.116778276208639909e+03
-1.804614880779085797e+04 -1.014538274752410507e+04 -1.106851314143916625e+03
-1.806327480047983772e+04 -1.014277259240326748e+04 -1.115107918241859352e+03
-1.808388568483155905e+04 -1.014454424805578674e+04 -1.114403732775562730e+03
-1.809677351939390064e+04 -1.014791662018201714e+04 -1.120675048302932282e+03
-1.809291927924180345e+04 -1.014829649977215740e+04 -1.118506692052579638e+03
-1.808232875684919054e+04 -1.014210386344647486e+04 -1.122631280114924266e+03
-1.809332636582922350e+04 -1.014788705826757541e+04 -1.121182129734317641e+03
-1.805617095723176681e+04 -1.015657805325597292e+04 -1.112172233727530056e+03
-1.805347677908669721e+04 -1.015816356094660659e+04 -1.112642638227239786e+03
-1.806265671056918654e+04 -1.015370986499235187e+04 -1.120788777769111221e+03
-1.808145129577731859e+04 -1.014813350491307574e+04 -1.125451675752422943e+03
-1.809477432423800201e+04 -1.015640747036160610e+04 -1.121190522379487902e+03
-1.809121776840642269e+04 -1.015082906728528360e+04 -1.121255498045484728e+03
-1.809581291568809684e+04 -1.015442631651945158e+04 -1.128198904549050894e+03
-1.809065154057224936e+04 -1.015919347253794695e+04 -1.130106834164580050e+03
-1.806019728821713943e+04 -1.015583963412574485e+04 -1.144620368203213275e+03
-1.806679363908036612e+04 -1.014626213439551066e+04 -1.136797776158901797e+03
-1.807510603466806424e+04 -1.015593413963493003e+04 -1.138056813208951098e+03
-1.807430514121092710e+04 -1.015260220544677395e+04 -1.133275533601232837e+03
-1.809204727481247755e+04 -1.014537566707802398e+04 -1.128729088669187149e+03
-1.806216395293871392e+04 -1.014327763527827301e+04 -1.112833790052976383e+03
-1.805224426028852758e+04 -1.014055870525392311e+04 -1.122381657301335508e+03
-1.806171075486855989e+04 -1.013815901877410943e+04 -1.114026345553204010e+03
-1.807794862942199688e+04 -1.014178374939214700e+04 -1.121613914139823464e+03
-1.807031800790086709e+04 -1.015255772929428349e+04 -1.120777646125263800e+03
-1.809123645169526208e+04 -1.014323662926551333e+04 -1.119308765419860265e+03
-1.806398682379562524e+04 -1.014269722683569853e+04 -1.128009629687333472e+03
-1.805764429663685587e+04 -1.012529537979106681e+04 -1.113880510396246336e+03
-1.805913038853046237e+04 -1.013349420081099743e+04 -1.125309702351640681e+03
-1.805112331844360233e+04 -1.013622474865203912e+04 -1.120647704366610014e+03
-1.803591549824233880e+04 -1.013506172817840343e+04 -1.130318854695607115e+03
-1.801456951974366893e+04 -1.012420709367291420e+04 -1.123352671360705244e+03
-1.798462476737375619e+04 -1.012648122648346180e+04 -1.129660309062473516e+03
-1.801125940081947192e+04 -1.012658614127998590e+04 -1.118301517008033898e+03
-1.799490250606195696e+04 -1.013168834678588973e+04 -1.128609678167638322e+03
-1.799188296116870697e+04 -1.012918978701559354e+04 -1.131426799845485220e+03
-1.802389419594138599e+04 -1.013172115751182355e+04 -1.128413930576477924e+03
-1.801906808167566487e+04 -1.013630980684707720e+04 -1.127701683407169639e+03
-1.804013187791540258e+04 -1.013119017042664018e+04 -1.129971343733466256e+03
-1.805282198587317544e+04 -1.013044181650454630e+04 -1.136434454717387780e+03
-1.804853405958605799e+04 -1.013265881111382987e+04 -1.123017371052224917e+03
-1.805734356392608242e+04 -1.013467883641859771e+04 -1.122615531362173442e+03
-1.807411958791024517e+04 -1.013674584941503599e+04 -1.120516082240777905e+03
-1.806430969969987927e+04 -1.013137566436034103e+04 -1.115710297742652983e+03
-1.807068588872939290e+04 -1.012809512237312811e+04 -1.118787194843118868e+03
-1.806022210083909886e+04 -1.012206634805102112e+04 -1.124291333131031934e+03
-1.803010071968369812e+04 -1.012314125735742346e+04 -1.120911235935077002e+03
-1.803444399590031753e+04 -1.012911282602912797e+04 -1.115311478850027015e+03
-1.802987560982151626e+04 -1.012465260351785037e+04 -1.117677490824304641e+03
-1.799109394584768233e+04 -1.012753179975691273e+04 -1.121201120361707126e+03
-1.799997898276404521e+04 -1.013284110377873731e+04 -1.116137991497200346e+03
-1.799004825965676355e+04 -1.013372443331889008e+04 -1.119390067013292082e+03
-1.796597622277609844e+04 -1.013198200208850540e+04 -1.116015718145243227e+03
-1.795426316457352004e+04 -1.014082638105948172e+04 -1.121994924341508067e+03
-1.793057195192568179e+04 -1.013751073730354437e+04 -1.121744395422678281e+03
-1.795260919792572167e+04 -1.013725982085198848e+04 -1.118835198454833517e+03
-1.791558411465942845e+04 -1.014071991236715257e+04 -1.115904171982880143e+03
-1.790891960798368382e+04 -1.014340417764095218e+04 -1.115729674512198926e+03
-1.792311994977193535e+04 -1.013263978684032918e+04 -1.124557251734549027e+03
-1.792797979166759978e+04 -1.014737953504507459e+04 -1.125561149470557211e+03
-1.794245507566897140e+04 -1.014427708308287401e+04 -1.126729209619205903e+03
-1.795462649182529640e+04 -1.014025962074437302e+04 -1.125003755067335533e+03
-1.796634768092056765e+04 -1.013188431813301759e+04 -1.114881197526256983e+03
-1.794334187863324041e+04 -1.013450714292927296e+04 -1.117535397047824517e+03
-1.794193624389787146e+04 -1.013869448830512556e+04 -1.120432221226335969e+03
-1.794673467768017144e+04 -1.013808542630883676e+04 -1.122513248991141609e+03
-1.793494623646366745e+04 -1.014039662330790270e+04 -1.121513676311059498e+03
-1.794988114590371333e+04 -1.014358365726624470e+04 -1.125171599188843629e+03
-1.793799162484160479e+04 -1.013552751730600903e+04 -1.129413439688041763e+03
-1.788971304638152287e+04 -1.013130244837367536e+04 -1.115443830904135211e+03
-1.789269134885022868e+04 -1.013513035648850564e+04 -1.125480440067568907e+03
-1.790891211751250012e+04 -1.013445719945867677e+04 -1.115923342608798066e+03
-1.789206265745210476e+04 -1.014366280920799181e+04 -1.123609728607071247e+03
-1.788143164988088029e+04 -1.014252383778804142e+04 -1.132181744167037778e+03
-1.783633661878835119e+04 -1.014694815878258305e+04 -1.131276784098636199e+03
-1.781687353696196806e+04 -1.014998563944133275e+04 -1.131852978330362930e+03
-1.780559274792931683e+04 -1.014737435017185999e+04 -1.134172660581863965e+03
-1.781737289152664380e+04 -1.015286203359939464e+04 -1.129942977037506353e+03
-1.784422428897689679e+04 -1.014045135121025123e+04 -1.128008157961402503e+03
-1.782507301777143948e+04 -1.015492075627375016e+04 -1.134504710586311376e+03
-1.782660236915894711e+04 -1.015433054087355049e+04 -1.138723621437547536e+03
-1.780377262257498296e+04 -1.016597253086607088e+04 -1.137094836873216082e+03
-1.778105893009027932e+04 -1.015764561614179911e+04 -1.131980060743105241e+03
-1.777461278403211691e+04 -1.014795196170916279e+04 -1.128633828286780044e+03
-1.778869572560550296e+04 -1.014816629189336891e+04 -1.130138371723157434e+03
-1.780438895583950944e+04 -1.015006019885054411e+04 -1.130361066174646567e+03
-1.782240700488077709e+04 -1.015158454246382826e+04 -1.126318053980973218e+03
-1.779161454699108435e+04 -1.015160142413275389e+04 -1.128759697905953090e+03
-1.781494637288258673e+04 -1.015802512282953830e+04 -1.133681899951935065e+03
-1.783949838914314751e+04 -1.014635508244845732e+04 -1.128699321111703284e+03
-1.782512907189047110e+04 -1.014765987237816807e+04 -1.135540284053793130e+03
-1.780494203232397558e+04 -1.014706830225636804e+04 -1.124697256110236140e+03
-1.778615071514877127e+04 -1.015390371548233816e+04 -1.127100504004473805e+03
-1.780493219765689355e+04 -1.015640406226302548e+04 -1.128479515678765893e+03
-1.777640547759390029e+04 -1.016124726338270739e+04 -1.130681673161080198e+03
-1.777504675875235989e+04 -1.015567580100176201e+04 -1.121726175100842738e+03
-1.782575514161660249e+04 -1.015776077684813936e+04 -1.117426454948538776e+03
-1.781715831800324668e+04 -1.016279739516870541e+04 -1.120387401320148001e+03
-1.779818094125988500e+04 -1.016477758304589952e+04 -1.116042946169328388e+03
-1.779563949016757397e+04 -1.016732080065411355e+04 -1.119405877922323270e+03
-1.779012797313052215e+04 -1.017254342779963918e+04 -1.117126727403851419e+03
-1.777422574699471807e+04 -1.017659973203124537e+04 -1.117708594194207308e+03
-1.778406919797661976e+04 -1.015779500405471481e+04 -1.115026646218759197e+03
-1.777644599816881964e+04 -1.016750645631731277e+04 -1.127745967647016187e+03
-1.779386964080065809e+04 -1.016203401588207089e+04 -1.125609083929929056e+03
-1.777847370321222843e+04 -1.015340722786170954e+04 -1.115577196562123845e+03
-1.774826810859621037e+04 -1.015452874569680353e+04 -1.130903354730458432e+03
-1.777112125386146727e+04 -1.015121560965846948e+04 -1.118975693740687348e+03
-1.775795205495063783e+04 -1.016032527915905666e+04 -1.127786974122251650e+03
-1.779461064739407084e+04 -1.014560441041834929e+04 -1.115548658959269687e+03
-1.779082383868442776e+04 -1.015606375956030206e+04 -1.118209500741662396e+03
-1.781357877970248956e+04 -1.015418909898568018e+04 -1.111024425166133824e+03
-1.779628418911177869e+04 -1.014938212772021325e+04 -1.116689293045179511e+03
-1.780539231048505098e+04 -1.015791889075852123e+04 -1.115785988935646856e+03
-1.779918188252227628e+04 -1.015801332264166740e+04 -1.118054862188430434e+03
-1.781226070573450488e+04 -1.015720442686103343e+04 -1.119070999647245117e+03
-1.780579394265639348e+04 -1.014897675451544637e+04 -1.121508469976946799e+03
-1.779943530665262369e+04 -1.014804163681549835e+04 -1.116037164779486375e+03
-1.781534626260733057e+04 -1.014909018211407420e+04 -1.109927014734753811e+03
-1.778365011222639077e+04 -1.015510162363874952e+04 -1.115199611190991618e+03
-1.779777558174291698e+04 -1.014321209158185593e+04 -1.111539911650447721e+03
-1.777542938330206744e+04 -1.014929188042991336e+04 -1.118526377254118415e+03
-1.777160854298573759e+04 -1.014601945324601184e+04 -1.124637711251902601e+03
-1.774749041410000063e+04 -1.013809904896379703e+04 -1.115873467145715040e+03
-1.774483613480983331e+04 -1.014396166205537156e+04 -1.119506074570567307e+03
-1.778056748850623262e+04 -1.014502358428119260e+04 -1.115386465418399439e+03
-1.781586409913268290e+04 -1.013880477372528185e+04 -1.126273187107980903e+03
-1.782261729261112123e+04 -1.015274100501443900e+04 -1.116359560614774637e+03
-1.782809210031705879e+04 -1.014761274120781309e+04 -1.123195939994221590e+03
-1.783775532265236325e+04 -1.014782760697414778e+04 -1.113765568506396903e+03
-1.783793792921480781e+04 -1.014828757680169292e+04 -1.123810272914100551e+03
-1.783007454722869443e+04 -1.014976251303432218e+04 -1.122481340717295097e+03
-1.784933897735537539e+04 -1.014628254921595544e+04 -1.110333135303618292e+03
-1.783269060037882082e+04 -1.015203914200613144e+04 -1.118532363924899528e+03
-1.787087050183754400e+04 -1.014144174817894236e+04 -1.111624318601803225e+03
-1.786470221744286027e+04 -1.014445611515743985e+04 -1.115437521037894385e+03
-1.786041292205993523e+04 -1.014699756122845974e+04 -1.117911188287941059e+03
-1.784535542907449417e+04 -1.014808860483086937e+04 -1.128791952520753966e+03
-1.784732995339087211e+04 -1.016797224567751618e+04 -1.139578727448495556e+03
-1.787287061867809098e+04 -1.015295272826818291e+04 -1.124476759273718017e+03
-1.783650947125726452e+04 -1.015857045688182188e+04 -1.135384507057489373e+03
-1.785960446006051279e+04 -1.015918779684661058e+04 -1.122148480810063120e+03
-1.786645443648299624e+04 -1.016895203299367131e+04 -1.122336418414300169e+03
-1.786643559294997976e+04 -1.016077332151431074e+04 -1.111292800176635410e+03
-1.786424896764751611e+04 -1.015774741427703884e+04 -1.120627075566439999e+03
-1.785639593684421197e+04 -1.015460790808004822e+04 -1.113068150726831391e+03
-1.788447321622634990e+04 -1.016583288317404367e+04 -1.119059691076718082e+03
-1.789878238445227544e+04 -1.016060230671518002e+04 -1.131882709000436535e+03
-1.788617865468635136e+04 -1.015757561500311203e+04 -1.126044805340522089e+03
-1.790015028926269952e+04 -1.014380763510049837e+04 -1.120721592199840416e+03
-1.790999076429782872e+04 -1.015930037870307024e+04 -1.123373487566405856e+03
-1.792309530417977294e+04 -1.015178520327880506e+04 -1.105081664980199093e+03
-1.794182330831114086e+04 -1.014552523657448364e+04 -1.107406142711603479e+03
-1.794496500179695431e+04 -1.015656901505274254e+04 -1.110395672030012520e+03
-1.792687156742070874e+04 -1.014768659639599355e+04 -1.115347596439161407e+03
-1.791709234430501238e+04 -1.013840558156416773e+04 -1.110100434263398256e+03
-1.790995187551902200e+04 -1.014644305119730416e+04 -1.120238112915486909e+03
-1.791664649261403247e+04 -1.015437760265316865e+04 -1.123784336838094077e+03
-1.792312346593082111e+04 -1.016929679525921347e+04 -1.117881929987396234e+03
-1.789528269339515828e+04 -1.015997250807437376e+04 -1.120184452126254655e+03
-1.788570513237600608e+04 -1.015454833914651317e+04 -1.114852595391510022e+03
-1.789987186546335579e+04 -1.015917598159373665e+04 -1.124022402178285574e+03
-1.789799725080131611e+04 -1.016042141097377498e+04 -1.127351202647608261e+03
-1.790611356492014238e+04 -1.015954277645947877e+04 -1.116494888138461192e+03
-1.792125064077957359e+04 -1.015397519238946188e+04 -1.118513674513651040e+03
-1.791999027012436272e+04 -1.016164576073867829e+04 -1.121224968189168067e+03
-1.791009409138807314e+04 -1.015894772472982731e+04 -1.123334732014826386e+03
-1.785559217811541021e+04 -1.015805483531372738e+04 -1.125973716165296082e+03
-1.785209664931224324e+04 -1.016014043459842651e+04 -1.120816683931976058e+03
-1.784072418525160538e+04 -1.017045889778630226e+04 -1.134355688865033244e+03
-1.782931079405714991e+04 -1.016176114287043674e+04 -1.123803769774796365e+03
-1.783654331907923188e+04 -1.015901603397958388e+04 -1.120038080499098669e+03
-1.785353807383018284e+04 -1.014629119009038732e+04 -1.121979785646906294e+03
-1.786917329094688102e+04 -1.014502171411185009e+04 -1.131934916124740539e+03
-1.788746829629682907e+04 -1.014380803602188462e+04 -1.120767042485868842e+03
-1.791437502558083361e+04 -1.014233670326550964e+04 -1.107372981095325486e+03
-1.790246621372507070e+04 -1.014810118942290683e+04 -1.117234354720752890e+03
-1.792464237221760413e+04 -1.015345059520179348e+04 -1.116506325890400149e+03
-1.790707600718970207e+04 -1.015405732368430472e+04 -1.131568097920436230e+03
-1.790485848713805899e+04 -1.015456023115783864e+04 -1.138191809341622502e+03
-1.792974663511665494e+04 -1.013722587546971226e+04 -1.117173173631359532e+03
-1.790827595473843030e+04 -1.013700243049897472e+04 -1.119018815883649950e+03
-1.789064061313364073e+04 -1.015234863876825329e+04 -1.121339984183081015e+03
-1.787713468792824278e+04 -1.015120920702601506e+04 -1.121267315563886314e+03
-1.787619320116032031e+04 -1.014527989356102262e+04 -1.122757491250061776e+03
-1.787331341618576698e+04 -1.014374508760667413e+04 -1.125877601215502182e+03
-1.787231719556175813e+04 -1.013939969305564591e+04 -1.128773927688751428e+03
-1.788427127110110450e+04 -1.013792501660004564e+04 -1.128229057896057384e+03
-1.792160451535899483e+04 -1.014676108294850565e+04 -1.131405779688980147e+03
-1.789383860698638819e+04 -1.014688135631864134e+04 -1.127564670749406559e+03
-1.788532189426751938e+04 -1.014124937237034828e+04 -1.129056817878894890e+03
-1.791748671456715238e+04 -1.013700787560430399e+04 -1.127846153132692962e+03
-1.789354373130989552e+04 -1.014883674635474381e+04 -1.134911672700814051e+03
-1.788717569650962105e+04 -1.015298759312573929e+04 -1.133551542170916946e+03
-1.788543012386430200e+04 -1.014858009228390074e+04 -1.127113703017054831e+03
-1.787611314787641822e+04 -1.013997199119811921e+04 -1.119112505614855309e+03
-1.787204892915634264e+04 -1.015419669580747905e+04 -1.123197869016050390e+03
-1.785100087880747378e+04 -1.014972843620356434e+04 -1.121173561896117462e+03
-1.785458026589977089e+04 -1.015245618602970171e+04 -1.142447757098803777e+03
-1.785542817800364355e+04 -1.014339774960684554e+04 -1.129520026252384014e+03
-1.785485680890449657e+04 -1.014353644717862699e+04 -1.119667122326477056e+03
-1.787275259240705782e+04 -1.015060423973683646e+04 -1.122713208754611969e+03
-1.790417257780152431e+04 -1.014720650644166744e+04 -1.130649943338250523e+03
-1.794274627512679581e+04 -1.014926487092902971e+04 -1.118176894892491418e+03
-1.795014329000184080e+04 -1.014935195184224358e+04 -1.131996557972195205e+03
-1.792028934409352951e+04 -1.015437385135676050e+04 -1.126714746674449543e+03
-1.788541520649248923e+04 -1.015499219168508353e+04 -1.132568275888812423e+03
-1.791630829992325016e+04 -1.015589048682138491e+04 -1.136760394845364772e+03
-1.793412873528411365e+04 -1.015030724261331306e+04 -1.140396385147274486e+03
-1.794080285564791848e+04 -1.014820783350491183e+04 -1.134932398499780902e+03
-1.792742282535568665e+04 -1.013739987923095214e+04 -1.123456066650656794e+03
-1.792040922169238183e+04 -1.014218295917941214e+04 -1.126083006370964995e+03
-1.790739825806655426e+04 -1.015036925067692573e+04 -1.131261206485256935e+03
-1.790453523967470028e+04 -1.014310085072710899e+04 -1.134753607456957525e+03
-1.789933976585729397e+04 -1.013386998642270373e+04 -1.129381144673022391e+03
-1.789056772324074700e+04 -1.013388098018480196e+04 -1.125858733784486049e+03
-1.789123076716527430e+04 -1.014833750006593800e+04 -1.130764709932094320e+03
-1.789927188059800028e+04 -1.014605537223288411e+04 -1.134747663973268118e+03
-1.787374114565574564e+04 -1.014592033173410709e+04 -1.136438584934987375e+03
-1.786348361629067585e+04 -1.014406860377781413e+04 -1.137276911404247130e+03
-1.786269403481037807e+04 -1.014110281292548279e+04 -1.136883160984770257e+03
-1.785760671890206140e+04 -1.013767534005773268e+04 -1.127675350922689631e+03
-1.784213838058644251e+04 -1.013661611120205271e+04 -1.119571116171764970e+03
-1.783596613398910995e+04 -1.013762424921225647e+04 -1.120306679097179767e+03
-1.781100157650704205e+04 -1.014419657863984685e+04 -1.124883177242200873e+03
-1.782805799964633115e+04 -1.014303364252054598e+04 -1.125212547759858808e+03
-1.781233444401223824e+04 -1.014751951934623503e+04 -1.123227185877014563e+03
-1.778181484147794981e+04 -1.014072136152545681e+04 -1.130592209572508182e+03
-1.775084695450921208e+04 -1.013597603862421965e+04 -1.128736198741537919e+03
-1.778721759177168497e+04 -1.013601376628658181e+04 -1.129043273254649648e+03
-1.775853452707436736e+04 -1.014310638083515187e+04 -1.137213124390664234e+03
-1.773435720014635808e+04 -1.014575030372417677e+04 -1.141085918687047524e+03
-1.774507925011076441e+04 -1.013932764735641649e+04 -1.129889323797446650e+03
-1.774993900244479664e+04 -1.014543889776823198e+04 -1.125724191737094770e+03
-1.778297363751741068e+04 -1.013026313322251553e+04 -1.124516719363978609e+03
-1.777519410601249911e+04 -1.013466197582215318e+04 -1.123687867822345652e+03
-1.777324382663677534e+04 -1.012955852884873821e+04 -1.118093328734471470e+03
