id,book,chapter,verse,text
1023014,1,23,14,"And Ephron answered Abraham, saying unto him,"
1023015,1,23,15,"My lord, hearken unto me. A piece of land worth four hundred shekels of silver, what is that betwixt me and thee? Bury therefore thy dead."
1023016,1,23,16,"And Abraham hearkened unto Ephron. And Abraham weighed to Ephron the silver which he had named in the audience of the children of Heth, four hundred shekels of silver, current `money' with the merchant."
1023017,1,23,17,"So the field of Ephron, which was in Machpelah, which was before Mamre, the field, and the cave which was therein, and all the trees that were in the field, that were in all the border thereof round about, were made sure"
1023018,1,23,18,"unto Abraham for a possession in the presence of the children of Heth, before all that went in at the gate of his city."
1023019,1,23,19,"And after this, Abraham buried Sarah his wife in the cave of the field of Machpelah before Mamre (the same is Hebron), in the land of Canaan."
1023020,1,23,20,"And the field, and the cave that is therein, were made sure unto Abraham for a possession of a burying-place by the children of Heth."
1024001,1,24,1,"And Abraham was old, `and' well stricken in age. And Jehovah had blessed Abraham in all things."
1024002,1,24,2,"And Abraham said unto his servant, the elder of his house, that ruled over all that he had, Put, I pray thee, thy hand under my thigh."
1024003,1,24,3,"And I will make thee swear by Jehovah, the God of heaven and the God of the earth, that thou wilt not take a wife for my son of the daughters of the Canaanites, among whom I dwell."
1024004,1,24,4,"But thou shalt go unto my country, and to my kindred, and take a wife for my son Isaac."
1024005,1,24,5,"And the servant said unto him, Peradventure the woman will not be willing to follow me unto this land. Must I needs bring thy son again unto the land from whence thou camest?"
1024006,1,24,6,"And Abraham said unto him, Beware thou that thou bring not my son thither again."
1024007,1,24,7,"Jehovah, the God of heaven, who took me from my father's house, and from the land of my nativity, and who spake unto me, and who sware unto me, saying, Unto thy seed will I give this land. He will send his angel before thee, and thou shalt take a wife for my son from thence."
1024008,1,24,8,"And if the woman be not willing to follow thee, then thou shalt be clear from this my oath. Only thou shalt not bring my son thither again."
1024009,1,24,9,"And the servant put his hand under the thigh of Abraham his master, and sware to him concerning this matter."
1024010,1,24,10,"And the servant took ten camels, of the camels of his master, and departed, having all goodly things of his master's in his hand. And he arose, and went to Mesopotamia, unto the city of Nahor."
1024011,1,24,11,"And he made the camels to kneel down without the city by the well of water at the time of evening, the time that women go out to draw water."
1024012,1,24,12,"And he said, O Jehovah, the God of my master Abraham, send me, I pray thee, good speed this day, and show kindness unto my master Abraham."
1024013,1,24,13,"Behold, I am standing by the fountain of water. And the daughters of the men of the city are coming out to draw water."
1024014,1,24,14,"And let it come to pass, that the damsel to whom I shall say, Let down thy pitcher, I pray thee, that I may drink. And she shall say, Drink, and I will give thy camels drink also. Let the same be she that thou hast appointed for thy servant Isaac. And thereby shall I know that thou hast showed kindness unto my master."
1024015,1,24,15,"And it came to pass, before he had done speaking, that, behold, Rebekah came out, who was born to Bethuel the son of Milcah, the wife of Nahor, Abraham's brother, with her pitcher upon her shoulder."
1024016,1,24,16,"And the damsel was very fair to look upon, a virgin, neither had any man known her. And she went down to the fountain, and filled her pitcher, and came up."
1024017,1,24,17,"And the servant ran to meet her, and said, Give me to drink, I pray thee, a little water from thy pitcher."
1024018,1,24,18,"And she said, Drink, my lord. And she hasted, and let down her pitcher upon her hand, and gave him drink."
1024019,1,24,19,"And when she had done giving him drink, she said, I will draw for thy camels also, until they have done drinking."
1024020,1,24,20,"And she hasted, and emptied her pitcher into the trough, and ran again unto the well to draw, and drew for all his camels."
1024021,1,24,21,"And the man looked stedfastly on her, holding his peace, to know whether Jehovah had made his journey prosperous or not."
1024022,1,24,22,"And it came to pass, as the camels had done drinking, that the man took a golden ring of half a shekel weight, and two bracelets for her hands of ten shekels weight of gold,"
1024023,1,24,23,"and said, Whose daughter art thou? Tell me, I pray thee. Is there room in thy father's house for us to lodge in?"
1024024,1,24,24,"And she said unto him, I am the daughter of Bethuel the son of Milcah, whom she bare unto Nahor."
1024025,1,24,25,"She said moreover unto him, We have both straw and provender enough, and room to lodge in."
1024026,1,24,26,"And the man bowed his head, and worshipped Jehovah."
1024027,1,24,27,"And he said, Blessed be Jehovah, the God of my master Abraham, who hath not forsaken his lovingkindness and his truth toward my master. As for me, Jehovah hath led me in the way to the house of my master's brethren."
1024028,1,24,28,"And the damsel ran, and told her mother's house according to these words."
1024029,1,24,29,"And Rebekah had a brother, and his name was Laban: and Laban ran out unto the man, unto the fountain."
1024030,1,24,30,"And it came to pass, when he saw the ring, and the bracelets upon his sister's hands, and when he heard the words of Rebekah his sister, saying, Thus spake the man unto me. That he came unto the man. And, behold, he was standing by the camels at the fountain."
1024031,1,24,31,"And he said, Come in, thou blessed of Jehovah. Wherefore standest thou without? For I have prepared the house, and room for the camels."
1024032,1,24,32,"And the man came into the house, and he ungirded the camels. And he gave straw and provender for the camels, and water to wash his feet and the feet of the men that were with him."
1024033,1,24,33,"And there was set food before him to eat. But he said, I will not eat, until I have told mine errand. And he said, Speak on."
1024034,1,24,34,"And he said, I am Abraham's servant."
1024035,1,24,35,"And Jehovah hath blessed my master greatly. And he is become great. And he hath given him flocks and herds, and silver and gold, and men-servants and maid-servants, and camels and asses."
1024036,1,24,36,And Sarah my master's wife bare a son to my master when she was old. And unto him hath he given all that he hath.
1024037,1,24,37,"And my master made me swear, saying, Thou shalt not take a wife for my son of the daughters of the Canaanites, in whose land I dwell."
1024038,1,24,38,"But thou shalt go unto my father's house, and to my kindred, and take a wife for my son."
1024039,1,24,39,"And I said unto my master, Peradventure the woman will not follow me."
1024040,1,24,40,"And he said unto me, Jehovah, before whom I walk, will send his angel with thee, and prosper thy way. And thou shalt take a wife for my son of my kindred, and of my father's house."
1024041,1,24,41,"Then shalt thou be clear from my oath, when thou comest to my kindred. And if they give her not to thee, thou shalt be clear from my oath."
1024042,1,24,42,"And I came this day unto the fountain, and said, O Jehovah, the God of my master Abraham, if now thou do prosper my way which I go."
1024043,1,24,43,"Behold, I am standing by the fountain of water. And let it come to pass, that the maiden that cometh forth to draw, to whom I shall say, Give me, I pray thee, a little water from thy pitcher to drink."
1024044,1,24,44,"And she shall say to me, Both drink thou, and I will also draw for thy camels. Let the same be the woman whom Jehovah hath appointed for my master's son."
1024045,1,24,45,"And before I had done speaking in my heart, behold, Rebekah came forth with her pitcher on her shoulder. And she went down unto the fountain, and drew. And I said unto her, Let me drink, I pray thee."
1024046,1,24,46,"And she made haste, and let down her pitcher from her shoulder, and said, Drink, and I will give thy camels drink also. So I drank, and she made the camels drink also."
1024047,1,24,47,"And I asked her, and said, Whose daughter art thou? And she said, The daughter of Bethuel, Nahor's son, whom Milcah bare unto him. And I put the ring upon her nose, and the bracelets upon her hands."
1024048,1,24,48,"And I bowed my head, and worshipped Jehovah, and blessed Jehovah, the God of my master Abraham, who had led me in the right way to take my master's brother's daughter for his son."
